a,131110,x5
a,131109,x5
a,131108,x5
a,131107,x5
a,131106,x5
a,131105,x5
a,131104,x5
a,131103,x5
a,131102,x4
a,131101,x4
a,131100,x4
a,131059,x4
a,131058,x4
a,131057,x4
a,131056,x4
a,131055,x4
a,131054,x4
a,131053,x4
a,131052,x4
a,131051,x4
a,131050,x4
a,131049,x4
a,131048,x4
a,131047,x4
a,131046,x4
a,131045,x4
a,131044,x4
a,131043,x4
a,131042,x4
a,131041,x4
a,131040,x4
a,131039,x4
a,131038,x4
a,131037,x4
a,131036,x4
a,131035,x4
a,131034,x4
a,131033,x4
a,131032,x4
a,131031,x4
a,131030,x3
a,131029,x2
a,131028,x2
a,131027,x2
a,131026,x2
a,131025,x1
b,131110,x11
b,131109,x11
b,131108,x11
b,131107,x11
b,131106,x11
b,131105,x11
b,131104,x10
b,131103,x9
b,131102,x7
b,131102,x8
b,131101,x6
