a,131110,x1
a,131109,x1
a,131108,x1
a,131107,x1
a,131106,x1
a,131105,x1
a,131104,x1
a,131103,x1
a,131102,x1
a,131101,x1
a,131100,x1
a,131059,x1
a,131058,x1
a,131057,x1
a,131056,x1
a,131055,x1
a,131054,x1
a,131053,x1
a,131052,x1
a,131051,x1
a,131050,x1
a,131049,x1
a,131048,x1
a,131047,x1
a,131046,x1
a,131045,x1
a,131044,x1
a,131043,x1
a,131042,x1
a,131041,x1
a,131040,x1
a,131039,x1
a,131038,x1
a,131037,x1
a,131036,x1
a,131035,x1
a,131034,x1
a,131033,x1
a,131032,x1
a,131031,x1
a,131030,x1
a,131029,x1
a,131028,x1
a,131027,x1
a,131026,x1
a,131025,x1
a,131029,x2
a,131028,x2
a,131027,x2
a,131026,x2
a,131025,x2
a,131024,x2
a,131023,x2
a,131022,x2
a,131021,x2
a,131020,x2
b,131110,x9
b,131109,x9
b,131108,x9
b,131107,x9
b,131106,x9
b,131105,x9
b,131104,x9
b,131103,x9
b,131104,x10
b,131105,x11
b,131104,x11
b,131103,x11
b,131102,x11
b,131101,x11
b,131100,x11
b,131059,x11
b,131058,x11
b,131057,x11
b,131056,x11
b,131055,x11
b,131054,x11
b,131053,x11
b,131052,x11
b,131051,x11
b,131050,x11
b,131049,x11
b,131048,x11
b,131047,x11
b,131046,x11
b,131045,x11
b,131044,x11
b,131043,x11
b,131042,x11
b,131041,x11
b,131040,x11
b,131039,x11
b,131038,x11
b,131037,x11
b,131036,x11
b,131035,x11
b,131034,x11
b,131033,x11
b,131032,x11
b,131031,x11
b,131030,x11
b,131029,x11
b,131028,x11
b,131027,x11
b,131026,x11
b,131025,x11
b,131024,x11
b,131023,x11
b,131022,x11
b,131021,x11
b,131020,x11
a,131110,x3
a,131109,x3
a,131108,x3
a,131107,x3
a,131106,x3
a,131105,x3
a,131104,x3
a,131103,x3
a,131102,x3
a,131101,x3
a,131100,x3
a,131059,x3
a,131058,x3
a,131057,x3
a,131056,x3
a,131055,x3
a,131054,x3
a,131053,x3
a,131052,x3
a,131051,x3
a,131050,x3
a,131049,x3
a,131048,x3
a,131047,x3
a,131046,x3
a,131045,x3
a,131044,x3
a,131043,x3
a,131042,x3
a,131041,x3
a,131040,x3
a,131039,x3
a,131038,x3
a,131037,x3
a,131036,x3
a,131035,x3
a,131034,x3
a,131033,x3
a,131032,x3
a,131031,x3
a,131030,x3
a,131102,x4
a,131103,x5
a,131102,x5
a,131101,x5
a,131100,x5
a,131059,x5
a,131058,x5
a,131057,x5
a,131056,x5
a,131055,x5
a,131054,x5
a,131053,x5
a,131052,x5
a,131051,x5
a,131050,x5
a,131049,x5
a,131048,x5
a,131047,x5
a,131046,x5
a,131045,x5
a,131044,x5
a,131043,x5
a,131042,x5
a,131041,x5
a,131040,x5
a,131039,x5
a,131038,x5
a,131037,x5
a,131036,x5
a,131035,x5
a,131034,x5
a,131033,x5
a,131032,x5
a,131031,x5
a,131030,x5
a,131029,x5
a,131028,x5
a,131027,x5
a,131026,x5
a,131025,x5
a,131024,x5
a,131023,x5
a,131022,x5
a,131021,x5
a,131020,x5
b,131110,x6
b,131109,x6
b,131108,x6
b,131107,x6
b,131106,x6
b,131105,x6
b,131104,x6
b,131103,x6
b,131102,x6
b,131101,x6
b,131102,x7
b,131102,x8
b,131101,x8
b,131100,x8
b,131059,x8
b,131058,x8
b,131057,x8
b,131056,x8
b,131055,x8
b,131054,x8
b,131053,x8
b,131052,x8
b,131051,x8
b,131050,x8
b,131049,x8
b,131048,x8
b,131047,x8
b,131046,x8
b,131045,x8
b,131044,x8
b,131043,x8
b,131042,x8
b,131041,x8
b,131040,x8
b,131039,x8
b,131038,x8
b,131037,x8
b,131036,x8
b,131035,x8
b,131034,x8
b,131033,x8
b,131032,x8
b,131031,x8
b,131030,x8
b,131029,x8
b,131028,x8
b,131027,x8
b,131026,x8
b,131025,x8
b,131024,x8
b,131023,x8
b,131022,x8
b,131021,x8
b,131020,x8
