a,20131107,x1
a,20131106,x1
a,20131105,x1
a,20131104,x1
a,20131103,x1
a,20131102,x1
a,20131101,x1
a,20131031,x1
a,20131030,x1
a,20131029,x1
a,20131028,x1
a,20131027,x1
a,20131026,x1
a,20131025,x1
a,20131029,x2
a,20131028,x2
a,20131027,x2
a,20131026,x2
a,20131025,x2
a,20131024,x2
b,20131107,x10
b,20131106,x10
b,20131105,x10
b,20131104,x10
b,20131105,x11
b,20131104,x11
b,20131103,x11
b,20131102,x11
b,20131101,x11
b,20131031,x11
b,20131030,x11
b,20131029,x11
b,20131028,x11
b,20131027,x11
b,20131026,x11
b,20131025,x11
b,20131024,x11
a,20131107,x3
a,20131106,x3
a,20131105,x3
a,20131104,x3
a,20131103,x3
a,20131102,x3
a,20131101,x3
a,20131031,x3
a,20131030,x3
a,20131102,x4
a,20131103,x5
a,20131102,x5
a,20131101,x5
a,20131031,x5
a,20131030,x5
a,20131029,x5
a,20131028,x5
a,20131027,x5
a,20131026,x5
a,20131025,x5
a,20131024,x5
b,20131107,x6
b,20131106,x6
b,20131105,x6
b,20131104,x6
b,20131103,x6
b,20131102,x6
b,20131101,x6
b,20131102,x7
b,20131102,x8
b,20131103,x9
b,20131102,x9
b,20131101,x9
b,20131031,x9
b,20131030,x9
b,20131029,x9
b,20131028,x9
b,20131027,x9
b,20131026,x9
b,20131025,x9
b,20131024,x9
